molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL3961771,COc1c(Nc2ncc(Cl)c(Nc3ccccc3N(C)S(C)(=O)=O)n2)ccc2c1CCCC(N1CCN(C)CC1)C2,2.3,active
CHEMBL3934268,COc1c(Nc2ncc(Cl)c(Nc3ccccc3N(C)S(C)(=O)=O)n2)ccc2c1CCCC(N1CCN(CCO)CC1)C2,2,active
CHEMBL3953048,COc1c(Nc2ncc(Cl)c(Nc3ccccc3NS(C)(=O)=O)n2)ccc2c1CCCC(N1CCN(CCO)CC1)C2,18,active
CHEMBL3925372,COc1c(Nc2ncc(Cl)c(Nc3ccccc3N3CCCS3(=O)=O)n2)ccc2c1CCCC(N1CCN(CCO)CC1)C2,6.1,active
CHEMBL3918616,COc1c(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)N(C)C)n2)ccc2c1CCCC(N1CCN(CCO)CC1)C2,4,active
CHEMBL3890564,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2OC)CCCC(N2CCN(CCO)CC2)C3)ncc1Cl,3.4,active
CHEMBL3934099,COc1c(Nc2ncc(Cl)c(Nc3ccccc3-n3cccn3)n2)ccc2c1CCCC(N1CCN(CCO)CC1)C2,2.3,active
CHEMBL3961598,COc1c(Nc2ncc(Cl)c(Nc3ccccc3-c3nccn3C)n2)ccc2c1CCCC(N1CCN(CCO)CC1)C2,5,active
CHEMBL3943066,COc1ccccc1Nc1nc(Nc2ccc3c(c2OC)CCCC(N2CCN(CCO)CC2)C3)ncc1Cl,44,active
CHEMBL3972653,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2OC)CCC[C@@H](N2CCN(CCO)CC2)C3)ncc1Cl,5.7,active
CHEMBL3951811,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2OC)CCC[C@H](N2CCN(CCO)CC2)C3)ncc1Cl,3.1,active
CHEMBL2064666,COc1c(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc2c1CC[C@@H](N1CCOCC1)CC2,20,active
CHEMBL3936443,COc1c(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc2c1CCC[C@H](N1CCN(C)CC1)C2,200,active
CHEMBL3980825,COc1c(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc2c1CCC[C@@H](N1CCN(C)CC1)C2,200,active
CHEMBL3972807,COc1c(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc2c1CCC[C@H](N1CCN(CCO)CC1)C2,30,active
CHEMBL3943236,COc1c(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc2c1CCC[C@@H](N1CCN(CCO)CC1)C2,50,active
CHEMBL3961771,COc1c(Nc2ncc(Cl)c(Nc3ccccc3N(C)S(C)(=O)=O)n2)ccc2c1CCCC(N1CCN(C)CC1)C2,40,active
CHEMBL3934268,COc1c(Nc2ncc(Cl)c(Nc3ccccc3N(C)S(C)(=O)=O)n2)ccc2c1CCCC(N1CCN(CCO)CC1)C2,30,active
CHEMBL3925372,COc1c(Nc2ncc(Cl)c(Nc3ccccc3N3CCCS3(=O)=O)n2)ccc2c1CCCC(N1CCN(CCO)CC1)C2,60,active
CHEMBL3918616,COc1c(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)N(C)C)n2)ccc2c1CCCC(N1CCN(CCO)CC1)C2,40,active
CHEMBL3890564,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2OC)CCCC(N2CCN(CCO)CC2)C3)ncc1Cl,40,active
CHEMBL3934099,COc1c(Nc2ncc(Cl)c(Nc3ccccc3-n3cccn3)n2)ccc2c1CCCC(N1CCN(CCO)CC1)C2,20,active
CHEMBL3961598,COc1c(Nc2ncc(Cl)c(Nc3ccccc3-c3nccn3C)n2)ccc2c1CCCC(N1CCN(CCO)CC1)C2,50,active
CHEMBL3972653,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2OC)CCC[C@@H](N2CCN(CCO)CC2)C3)ncc1Cl,50,active
CHEMBL3951811,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2OC)CCC[C@H](N2CCN(CCO)CC2)C3)ncc1Cl,22,active
CHEMBL3951811,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2OC)CCC[C@H](N2CCN(CCO)CC2)C3)ncc1Cl,175,active
CHEMBL3951811,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2OC)CCC[C@H](N2CCN(CCO)CC2)C3)ncc1Cl,85,active
CHEMBL3958173,CCc1cc2c(cc1N1CCN(CC3(O)CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,1.5,active
CHEMBL3958173,CCc1cc2c(cc1N1CCN(CC3(O)CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,4.2,active
CHEMBL3736267,CC1(C)c2cc(C3CCN(CC4(O)CCOCC4)CC3)ccc2C(=O)c2c1[nH]c1cc(C#N)ccc21,16.4,active
CHEMBL3736267,CC1(C)c2cc(C3CCN(CC4(O)CCOCC4)CC3)ccc2C(=O)c2c1[nH]c1cc(C#N)ccc21,100,active
CHEMBL3913823,CCc1cc2c(cc1N1CCN(CC3(O)CCCCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,7,active
CHEMBL3925858,CCc1cc2c(cc1N1CCN(CC3(O)CCNCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,1.4,active
CHEMBL3897774,CCc1cc2c(cc1N1CCN(CC3(O)CC(C)OC(C)C3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,2.4,active
CHEMBL3934754,CCc1cc2c(cc1N1CCN(CC(O)(CCC(=O)O)CC(=O)O)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,17.1,active
CHEMBL3921664,CC(C)S(=O)(=O)c1ccccc1Nc1nc(N/N=C/c2ccc(F)cc2)ncc1Cl,2.3,active
CHEMBL3893810,CC(C)S(=O)(=O)c1ccccc1Nc1nc(N/N=C/c2ccc(C(F)(F)F)cc2)ncc1Cl,3.6,active
CHEMBL3894726,COc1ccc(/C=N/Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)cc1,4.8,active
CHEMBL3913728,CC(C)S(=O)(=O)c1ccccc1Nc1nc(N/N=C/c2ccc(OC(F)(F)F)cc2)ncc1Cl,5.5,active
CHEMBL3905284,COc1cccc(/C=N/Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c1,6.2,active
CHEMBL3934594,CC(C)S(=O)(=O)c1ccccc1Nc1nc(N/N=C/c2cccc(C(F)(F)F)c2)ncc1Cl,5.5,active
CHEMBL3950479,COc1ccc(/C(C)=N/Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)cc1,4.9,active
CHEMBL3922762,C/C(=N\Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)c1ccc(F)cc1,2.5,active
CHEMBL2403108,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,2.3,active
CHEMBL601719,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,25,active
CHEMBL3921664,CC(C)S(=O)(=O)c1ccccc1Nc1nc(N/N=C/c2ccc(F)cc2)ncc1Cl,45,active
CHEMBL3893810,CC(C)S(=O)(=O)c1ccccc1Nc1nc(N/N=C/c2ccc(C(F)(F)F)cc2)ncc1Cl,73,active
CHEMBL3894726,COc1ccc(/C=N/Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)cc1,82,active
CHEMBL3913728,CC(C)S(=O)(=O)c1ccccc1Nc1nc(N/N=C/c2ccc(OC(F)(F)F)cc2)ncc1Cl,79,active
CHEMBL3905284,COc1cccc(/C=N/Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c1,86,active
CHEMBL3934594,CC(C)S(=O)(=O)c1ccccc1Nc1nc(N/N=C/c2cccc(C(F)(F)F)c2)ncc1Cl,69,active
CHEMBL3950479,COc1ccc(/C(C)=N/Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)cc1,80,active
CHEMBL3922762,C/C(=N\Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1)c1ccc(F)cc1,67,active
CHEMBL2403108,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,64,active
CHEMBL601719,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,980,active
CHEMBL3931223,COc1cc2c(Oc3ccc(NC(=O)c4cn(-c5ccccc5OC)cn4)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,3333,active
CHEMBL2403842,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCN(C(=O)CN(C)C)CC1,26,active
CHEMBL3651827,COc1cc(C2CCN(C(=O)CN(C)C)CC2)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,8,active
CHEMBL3651828,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(F)F)n2)c(OC(C)C)cc1C1CCN(C(=O)CN(C)C)CC1,77,active
CHEMBL3651829,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCN(C[C@@H](O)C(F)(F)F)CC1,88,active
CHEMBL3651830,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCN(C[C@H](O)C(F)(F)F)CC1,43,active
CHEMBL3651831,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCN(C(=O)[C@@H]2CCCN2)CC1,13,active
CHEMBL3651832,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(F)F)n2)c(OC(C)C)cc1C1CCN(C(=O)[C@@H]2CCCN2)CC1,34,active
CHEMBL3651833,CC(C)Oc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)C(=O)N(C1CCN(C(=O)CN(C)C)CC1)C2,6,active
CHEMBL3651834,CC(C)Oc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C3CCCCC3)n1)C(=O)N(C1CCN(C(=O)CN(C)C)CC1)C2,33,active
CHEMBL3651835,CC(C)Oc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C3CCC3)n1)C(=O)N(C1CCN(C(=O)CN(C)C)CC1)C2,2,active
CHEMBL3651836,CC(C)Oc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)C(=O)N(C1CCN(C(=O)[C@@H]3CCCN3)CC1)C2,29,active
CHEMBL3651837,CC(C)Oc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)C(=O)N(C1CCN(C(=O)C3CCCN3C)CC1)C2,5,active
CHEMBL3651838,CC(C)Oc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)C(=O)N(C1CCN(C(=O)[C@@H]3CCCN3C)CC1)C2,23,active
CHEMBL3651839,CC(C)Oc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)C(=O)N(C1CCN(C(=O)C3CNC3)CC1)C2,87,active
CHEMBL3651840,CC(C)Oc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)C(=O)N(C1CCN(C(=O)C3CN(C)C3)CC1)C2,12,active
CHEMBL3651841,COc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)C(=O)N(C1CN(C(=O)CN(C)C)C1)C2,6,active
CHEMBL3651842,COc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)C(=O)N(C1CN(C(=O)[C@@H]3CCCN3)C1)C2,12,active
CHEMBL3651843,COc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)C(=O)N(C1CN(C(=O)[C@@H]3CCCN3C)C1)C2,5,active
CHEMBL3651844,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c[nH]nc3n2)c(OC(C)C)cc1C1CCN(C(=O)CN(C)C)CC1,13,active
CHEMBL3651845,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c[nH]nc3n2)c(OC(C)C)cc1C1CCN(C[C@@H](O)C(F)(F)F)CC1,29,active
CHEMBL3651846,COc1cc(C2CCN(C[C@H](O)C(F)(F)F)CC2)c(C)cc1Nc1nc(Nc2ccccc2S(=O)(=O)C(C)C)c2c[nH]nc2n1,48,active
CHEMBL3651847,COc1cc(C2CCN(C(=O)CN(C)C)CC2)c(C)cc1Nc1nc(Nc2ccccc2S(=O)(=O)C(C)C)c2c(C)[nH]nc2n1,5,active
CHEMBL3651848,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)[nH]nc3n2)c(OC(C)C)cc1C1CCN(C(=O)CN(C)C)CC1,7,active
CHEMBL3651849,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)[nH]nc3n2)c(OC(C)C)cc1C1CCN(C(=O)Cn2cccn2)CC1,22,active
CHEMBL3651850,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)[nH]nc3n2)c(OC(C)C)cc1C1CCN(C(=O)Cn2ccnc2)CC1,29,active
CHEMBL3651851,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)[nH]nc3n2)c(OC(C)C)cc1C1CCN(C(=O)CN2CCOCC2)CC1,41,active
CHEMBL3651852,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)[nH]nc3n2)c(OC(C)C)cc1C1CCN(C(=O)C2CCNCC2)CC1,113,active
CHEMBL3651853,Cc1cc(Nc2cc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)n[nH]c3c2)c(OC(C)C)cc1C1CCNCC1,38,active
CHEMBL3651854,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)[nH]nc3n2)c(OC(C)C)cc1C1CCN(C)CC1,20,active
CHEMBL3651855,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)[nH]nc3n2)c(OC(C)C)cc1C1CCN(CC(N)=O)CC1,14,active
CHEMBL3651856,CNC(=O)CN1CCC(c2cc(OC(C)C)c(Nc3nc(Nc4ccccc4S(=O)(=O)C(C)C)c4c(C)[nH]nc4n3)cc2C)CC1,21,active
CHEMBL3651857,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)[nH]nc3n2)c(OC(C)C)cc1C1CCN(CCO)CC1,11,active
CHEMBL3651858,COCCN1CCC(c2cc(OC(C)C)c(Nc3nc(Nc4ccccc4S(=O)(=O)C(C)C)c4c(C)[nH]nc4n3)cc2C)CC1,12,active
CHEMBL3651859,COCCN1CCC(c2cc(OC(C)C)c(Nc3nc(Nc4ccccc4S(=O)(=O)C(C)C)c4c(-c5ccccc5)[nH]nc4n3)cc2C)CC1,579,active
CHEMBL3651860,CCc1[nH]nc2nc(Nc3cc(C)c(C4CCN(CCOC)CC4)cc3OC(C)C)nc(Nc3ccccc3S(=O)(=O)C(C)C)c12,181,active
CHEMBL3651861,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)[nH]nc3n2)c(OC(C)C)cc1C1CCN(CCS(C)(=O)=O)CC1,23,active
CHEMBL3651862,COc1cc(C2CCN(C)CC2)c(C)cc1Nc1nc(Nc2ccccc2S(=O)(=O)C(C)C)c2c(C)[nH]nc2n1,2,active
CHEMBL3651863,COc1cc(C2CCNCC2)c(C)cc1Nc1nc(Nc2ccccc2S(=O)(=O)C(C)C)c2c(C)[nH]nc2n1,12,active
CHEMBL3651864,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)[nH]nc3n2)c(OC(C)C)cc1C1CCN(CCC(N)=O)CC1,18,active
CHEMBL3651865,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)[nH]nc3n2)c(OC(C)C)cc1C1CCN(CCC(=O)N2CCC2)CC1,21,active
CHEMBL3651866,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)[nH]nc3n2)c(OC(C)C)cc1C1CCN(CCC(=O)N(C)C)CC1,15,active
CHEMBL3651867,CNC(=O)CCN1CCC(c2cc(OC(C)C)c(Nc3nc(Nc4ccccc4S(=O)(=O)C(C)C)c4c(C)[nH]nc4n3)cc2C)CC1,25,active
CHEMBL3651868,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)[nH]nc3n2)c(OC(C)C)cc1C1CCN(C[C@@H](O)C(F)(F)F)CC1,105,active
CHEMBL3651869,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)[nH]nc3n2)c(OC(C)C)cc1C1CCN(C[C@H](O)C(F)(F)F)CC1,87,active
CHEMBL3651870,Cc1[nH]nc2nc(Nc3ccc(C4CCNCC4)cc3)nc(Nc3ccccc3S(=O)(=O)C(C)C)c12,17,active
CHEMBL3651871,COc1cc(C2CCN(CCS(C)(=O)=O)CC2)c(C)cc1Nc1nc(Nc2ccccc2S(=O)(=O)C(C)C)c2c(C)[nH]nc2n1,43,active
CHEMBL3651872,CCN1CCC(c2ccc(Nc3nc(Nc4ccccc4S(=O)(=O)C(C)C)c4c(C)[nH]nc4n3)cc2)C1,10,active
CHEMBL3651873,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)[nH]nc3n2)c(OC(C)C)cc1C1CCN([C@H]2CCS(=O)(=O)C2)CC1,19,active
CHEMBL3651874,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)[nH]nc3n2)c(OC(C)C)cc1C1CCN([C@@H]2CCS(=O)(=O)C2)CC1,18,active
CHEMBL3651875,COc1cc(C2CCOCC2)c(C)cc1Nc1nc(Nc2ccccc2S(=O)(=O)C(C)C)c2c(C)[nH]nc2n1,6,active
CHEMBL3651876,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)[nH]nc3n2)c(OC(C)C)cc1C1CCN(C(=O)CCN(C)C)CC1,18,active
CHEMBL3651877,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)[nH]nc3n2)c(OC(C)C)cc1C1CCN(C(=O)CCN2CCC2)CC1,46,active
CHEMBL3651878,CCS(=O)(=O)N1CCC(c2cc(OC(C)C)c(Nc3nc(Nc4ccccc4S(=O)(=O)C(C)C)c4c(C)[nH]nc4n3)cc2C)CC1,92,active
CHEMBL3651879,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)c[nH]c3n2)c(OC(C)C)cc1C1CCNCC1,155,active
CHEMBL3651880,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)c[nH]c3n2)c(OC(C)C)cc1C1CCN(CC(N)=O)CC1,7,active
CHEMBL3651881,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)c[nH]c3n2)c(OC(C)C)cc1C1CCN(C)CC1,9,active
CHEMBL3651882,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)c[nH]c3n2)c(OC(C)C)cc1C1CCN(CCO)CC1,6,active
CHEMBL3651883,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)c[nH]c3n2)c(OC(C)C)cc1C1CCN(C[C@@H](O)C(F)(F)F)CC1,163,active
CHEMBL3651884,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)c[nH]c3n2)c(OC(C)C)cc1C1CCN(C[C@H](O)C(F)(F)F)CC1,102,active
CHEMBL3651885,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3[nH]nnc3n2)c(OC(C)C)cc1C1CCN(C)CC1,48,active
CHEMBL3651886,CCN1CCC(c2cc(OC(C)C)c(Nc3nc(Nc4ccccc4S(=O)(=O)C(C)C)c4[nH]nnc4n3)cc2C)CC1,39,active
CHEMBL3928179,COc1nc(C)ccc1-c1c(CO)sc2cnc(Nc3cc(C)c(N4CCN(C)CC4)cc3OC(C)C)nc12,14,active
CHEMBL3694577,Clc1cnc2nc1NCc1cccc(c1)OCc1cccc(c1)N2,1000,active
CHEMBL3694578,Clc1cnc2nc1NCc1cccc(c1)OCCc1cccc(c1)N2,1530,active
CHEMBL3694579,O=S1(=O)Nc2cccc(c2)CNc2nc(ncc2Cl)Nc2cccc1c2,10000,active
CHEMBL3694580,O=C1Nc2cccc(c2)CNc2nc(ncc2Cl)Nc2cccc1c2,10000,active
CHEMBL3694581,Clc1cnc2nc1NCc1cccc(c1)OCCCc1cccc(c1)N2,706,active
CHEMBL3694582,C[C@H]1Nc2nc(ncc2Cl)Nc2cccc(c2)COc2cccc1c2,10000,active
CHEMBL3694583,Clc1cnc2nc1NCc1cccc(c1)OCCOc1cccc(c1)N2,2050,active
CHEMBL3694584,Clc1cnc2nc1NCCc1cccc(c1)OCc1cccc(c1)N2,10000,active
CHEMBL3694585,Clc1cnc2nc1NCCc1cccc(c1)OCCc1cccc(c1)N2,1230,active
CHEMBL3694586,Clc1cnc2nc1NCCCc1cccc(c1)OCc1cccc(c1)N2,1000,active
CHEMBL3694587,C[C@@H]1Nc2nc(ncc2Cl)Nc2cccc(c2)COc2cccc1c2,10000,active
CHEMBL3694588,Clc1cnc2nc1NCCc1cccc(c1)OCCCc1cccc(c1)N2,10000,active
CHEMBL3694589,Clc1cnc2nc1NCCCc1cccc(c1)OCCc1cccc(c1)N2,10000,active
CHEMBL3694590,Clc1cnc2nc1NCc1cc(ccc1Br)OCCCc1cccc(c1)N2,8200,active
CHEMBL3694591,Clc1cnc2nc1NCc1cc(ccc1-c1ccccc1)OCCCc1cccc(c1)N2,1000,active
CHEMBL3694592,Clc1cnc2nc1NCc1cc(Br)cc(c1)OCCCc1cccc(c1)N2,280,active
CHEMBL3694593,Nc1ccc2cc1CCc1cncc(c1)Nc1ncc(Cl)c(n1)NC2,1000,active
CHEMBL3694594,O=C(Nc1ccc2cc1CCc1cncc(c1)Nc1ncc(Cl)c(n1)NC2)c1ccccc1,1000,active
CHEMBL3694595,N#Cc1ccccc1S(=O)(=O)Nc1ccc2cc1CCc1cncc(c1)Nc1ncc(Cl)c(n1)NC2,1000,active
CHEMBL3918268,CCN(CC)CCOc1ccc2c(c1)C(C)(C)c1c(c3ccc(C)cc3n1C)C2=O,5947.3,active
CHEMBL3965090,CCN(CC)CCOc1ccc2c(c1)C(C)(C)c1c(c3ccc(NC(=O)Cc4ccccc4)cc3n1C)C2=O,21307.8,active
CHEMBL4108699,Cn1c2c(c3ccc(C(=O)Nc4ccccc4)cc31)C(=O)c1ccc(OC[C@@H](O)[C@H](O)CO)cc1C2(C)C,12951.9,active
CHEMBL4114864,CN(C)C(=O)c1ccc2c3c(n(C)c2c1)C(C)(C)c1cc(OC[C@@H](O)[C@H](O)CO)ccc1C3=O,12970.4,active
CHEMBL3939763,CC1(C)c2cc(OCCCCCC(=O)O)ccc2C(=O)c2c1oc1ccccc21,5934.6,active
CHEMBL3948508,CCN(CC)C(=O)COc1ccc2c(c1)C(C)(C)c1oc3ccccc3c1C2=O,7794.7,active
CHEMBL3934533,CC1(C)c2cc(OCC(=O)NCCOCCO)ccc2C(=O)c2c1oc1ccccc21,7045.1,active
CHEMBL3939589,CC1(C)c2cc(OC[C@@H](O)CO)ccc2C(=O)c2c1oc1cc(OCC(=O)Nc3ccccc3)ccc21,17464.1,active
CHEMBL3687188,CCc1nc(C(N)=O)c(Nc2cccc(S(C)(=O)=O)c2)nc1N[C@H]1CC[C@H](O)CC1,17,active
CHEMBL3687189,CCc1nc(C(N)=O)c(Nc2cccc(S(C)(=O)=O)c2)nc1N[C@H]1CC[C@](C)(O)CC1,0.99,active
CHEMBL3687190,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)cc2OC)nc1N[C@H]1CC[C@H](O)CC1,8.9,active
CHEMBL3687191,CCc1nc(C(N)=O)c(Nc2ccc(N3CCN(C)CC3)cc2)nc1N[C@H]1CC[C@H](O)CC1,5.3,active
CHEMBL3687192,CCc1nc(C(N)=O)c(Nc2ccc3cnn(C)c3c2)nc1N[C@H]1CC[C@H](O)CC1,76,active
CHEMBL3687193,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1N[C@H]1CC[C@H](O)CC1,0.37,active
CHEMBL3687194,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)cc2)nc1N[C@H]1CC[C@H](O)CC1,2.8,active
CHEMBL3687195,CC(C)c1nc(C(N)=O)c(Nc2ccc(N3CCN(C)CC3)cc2)nc1N[C@H]1CC[C@H](O)CC1,2.1,active
CHEMBL3975354,CCc1nc(C(N)=O)c(Nc2cccc(N3CCN(C)CC3)c2)nc1N[C@H]1CC[C@H](O)CC1,1.7,active
CHEMBL3687197,CCc1nc(C(N)=O)c(Nc2ccc(N3CCN(C)CC3)c(C(F)(F)F)c2)nc1N[C@H]1CC[C@H](O)CC1,0.77,active
CHEMBL3687198,CCc1nc(C(N)=O)c(Nc2ccc(N3CCN(C)CC3)c(OC)c2)nc1N[C@H]1CC[C@H](O)CC1,0.33,active
CHEMBL3687199,CCc1nc(C(N)=O)c(Nc2ccc(N3CCOCC3)cc2)nc1N[C@H]1CC[C@H](O)CC1,17,active
CHEMBL3687200,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C(F)(F)F)c2)nc1N[C@H]1CC[C@H](O)CC1,0.65,active
CHEMBL3687201,CCc1nc(C(N)=O)c(Nc2ccc(N3CCN(C)CC3)c(C)c2)nc1N[C@H]1CC[C@H](O)CC1,0.24,active
CHEMBL3687202,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(C)c2)nc1N[C@H]1CC[C@H](O)CC1,0.26,active
CHEMBL3889838,CCc1nc(C(N)=O)c(Nc2ccc(OC)c(N3CCN(C)CC3)c2)nc1N[C@H]1CC[C@H](O)CC1,0.23,active
CHEMBL3687204,CCc1nc(C(N)=O)c(Nc2ccc(C3CCN(C)CC3)cc2)nc1N[C@H]1CC[C@H](O)CC1,0.26,active
